Locustag	Gene	FeatureType	Description
ECB_02725	dsbC	CDS	protein disulfide isomerase II
ECB_02726	xerD	CDS	site-specific tyrosine recombinase XerD
ECB_02727	fldB	CDS	flavodoxin 2
ECB_02728	ygfX	CDS	hypothetical protein
ECB_02729	ygfY	CDS	hypothetical protein
ECB_02730	ygfZ	CDS	putative global regulator
ECB_02731	yqfA	CDS	predicted oxidoreductase, inner membrane subunit
ECB_02732	yqfB	CDS	hypothetical protein
ECB_02733	bglA	CDS	6-phospho-beta-glucosidase A
ECB_02734	ygfF	CDS	predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECB_02735	gcvP	CDS	glycine dehydrogenase
ECB_02736	gcvH	CDS	glycine cleavage system protein H
ECB_02737	gcvT	CDS	glycine cleavage system aminomethyltransferase T
ECB_02738	visC	CDS	hypothetical protein
ECB_02739	ubiH	CDS	2-octaprenyl-6-methoxyphenyl hydroxylase
ECB_02740	pepP	CDS	proline aminopeptidase P II
ECB_02741	ygfB	CDS	hypothetical protein
ECB_02742	ygfE	CDS	cytokinetic ring-localizing protein
ECB_02743	ygfA	CDS	predicted ligase
ECB_02744	serA	CDS	D-3-phosphoglycerate dehydrogenase
ECB_02745	rpiA	CDS	ribose-5-phosphate isomerase A
ECB_02746	yqfE	CDS	hypothetical protein
ECB_02747	iciA	CDS	chromosome replication initiation inhibitor protein
ECB_02748	sbm	CDS	methylmalonyl-CoA mutase
ECB_02749	argK	CDS	arginine/ornithine transport system ATPase
ECB_02750	ygfG	CDS	methylmalonyl-CoA decarboxylase, biotin-independent
ECB_02751	ygfH	CDS	propionyl-CoA:succinate-CoA transferase
ECB_02752	ygfI	CDS	predicted DNA-binding transcriptional regulator
ECB_02753	yggE	CDS	hypothetical protein
ECB_02754	yggA	CDS	arginine exporter protein
ECB_02755	yggB	CDS	mechanosensitive channel
ECB_02756	fbaA	CDS	fructose-bisphosphate aldolase
ECB_02757	pgk	CDS	phosphoglycerate kinase
ECB_02758	epd	CDS	D-erythrose 4-phosphate dehydrogenase
ECB_02759	yggC	CDS	hypothetical protein
ECB_02760	yggD	CDS	predicted DNA-binding transcriptional regulator
ECB_02761	yggF	CDS	predicted hexoseP phosphatase
ECB_02762	yggP	CDS	predicted dehydrogenase
ECB_02763	cmtA	CDS	predicted fused mannitol-specific PTS enzymes: IIB component/IIC component
ECB_02764	cmtB	CDS	predicted mannitol-specific enzyme IIA component of PTS
ECB_02765	tktA	CDS	transketolase 1, thiamin-binding
ECB_02766	yggG	CDS	predicted peptidase
ECB_02767	speB	CDS	agmatinase
ECB_02768	speA	CDS	arginine decarboxylase
ECB_02769	yqgB	CDS	hypothetical protein
ECB_02770	yqgC	CDS	hypothetical protein
ECB_02771	yqgD	CDS	predicted inner membrane protein
ECB_02772	metK	CDS	S-adenosylmethionine synthetase
ECB_02773	galP	CDS	D-galactose transporter
ECB_02774	sprT	CDS	hypothetical protein
ECB_02775	endA	CDS	DNA-specific endonuclease I
ECB_02776	yggJ	CDS	hypothetical protein
ECB_02777	gshB	CDS	glutathione synthetase
ECB_02778	yqgE	CDS	hypothetical protein
ECB_02779	yqgF	CDS	Holliday junction resolvase-like protein
ECB_02780	yggR	CDS	predicted transporter
ECB_02781	yggS	CDS	predicted enzyme
ECB_02782	yggT	CDS	predicted inner membrane protein
ECB_02783	yggU	CDS	hypothetical protein
ECB_02784	yggV	CDS	putative deoxyribonucleotide triphosphate pyrophosphatase
ECB_02785	yggW	CDS	coproporphyrinogen III oxidase
ECB_02786	yggM	CDS	hypothetical protein
ECB_02787	ansB	CDS	periplasmic L-asparaginase II
ECB_02788	yggN	CDS	hypothetical protein
ECB_02789	yggL	CDS	hypothetical protein
ECB_02790	yggH	CDS	tRNA(m7G46)-methyltransferase
ECB_02791	mutY	CDS	adenine DNA glycosylase
ECB_02792	yggX	CDS	hypothetical protein
ECB_02793	mltC	CDS	membrane-bound lytic murein transglycosylase C
ECB_02794	nupG	CDS	nucleoside transporter
ECB_02795	speC	CDS	ornithine decarboxylase, constitutive
ECB_02796	yqgA	CDS	predicted inner membrane protein
ECB_02797		CDS	integrase
ECB_02798		CDS	conserved hypothetical protein
ECB_02800	flu	CDS	antigen 43 (Ag43) phase-variable biofilm formation autotransporter
ECB_02801	yeeR	CDS	predicted membrane protein
ECB_02802		CDS	conserved hypothetical protein
ECB_02803	yafZ	CDS	conserved hypothetical protein
ECB_02804		CDS	conserved hypothetical protein
ECB_02805	yeeS	CDS	predicted DNA repair protein
ECB_02806	yeeT	CDS	predicted protein
ECB_02807	yeeU	CDS	antitoxin of the YeeV-YeeU toxin-antitoxin system
ECB_02808	yeeV	CDS	toxin of the YeeV-YeeU toxin-antitoxin system
ECB_02809	yeeW	CDS	predicted protein
ECB_02810		CDS	conserved hypothetical protein
ECB_02811		CDS	conserved hypothetical protein
ECB_02812		CDS	conserved hypothetical protein
ECB_02813		CDS	hypothetical protein
ECB_02814		CDS	conserved hypothetical protein
ECB_02815		CDS	Capsule polysaccharide export inner-membrane protein kpsE
ECB_02816		CDS	KpsD protein
ECB_02817		CDS	KpsU protein
ECB_02818		CDS	Capsule polysaccharide export protein KpsC
ECB_02819		CDS	KpsS protein
ECB_02820		CDS	hypothetical protein
ECB_02821		CDS	hypothetical protein
ECB_02822		CDS	bifunctional Ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase
ECB_02823	insB-22	CDS	IS1 protein InsB
ECB_02824	insA-22	CDS	IS1 protein InsA
ECB_02825		CDS	Pyrophosphorylase
ECB_02826		CDS	hypothetical protein
ECB_02827		CDS	Polysialic acid transport ATP-binding KpsT
ECB_02828		CDS	Polysialic acid transport protein kpsM
ECB_02829	yghD	CDS	predicted secretion pathway M-type protein, membrane anchored
ECB_02831		CDS	hypothetical type II secretion protein GspK
ECB_02832		CDS	hypothetical type II secretion protein GspJ
ECB_02833		CDS	hypothetical type II secretion protein
ECB_02834		CDS	GspH, hypothetical type II secretion protein
ECB_02835		CDS	hypothetical type II secretion protein GspG
ECB_02836		CDS	hypothetical type II secretion protein GspF
ECB_02837		CDS	hypothetical type II secretion protein GspE
ECB_02838		CDS	GspD, hypothetical type II secretion protein
ECB_02839	yghF	CDS	predicted secretion pathway protein, C-type protein
ECB_02840	yghG	CDS	hypothetical protein
ECB_02841	pppA	CDS	bifunctional prepilin leader peptidase/ methylase
ECB_02842	yghJ	CDS	predicted inner membrane lipoprotein
ECB_02843	yghK	CDS	glycolate transporter
ECB_02844	glcB	CDS	malate synthase
ECB_02845	glcG	CDS	hypothetical protein
ECB_02846	glcF	CDS	glycolate oxidase iron-sulfur subunit
ECB_02847	glcE	CDS	glycolate oxidase FAD binding subunit
ECB_02848	glcD	CDS	glycolate oxidase subunit, FAD-linked
ECB_02849	glcC	CDS	DNA-binding transcriptional dual regulator, glycolate-binding
ECB_02850	yghO	CDS	predicted DNA-binding transcriptional regulator
ECB_02851		CDS	putative saframycin Mx1 synthetase B
ECB_02852		CDS	conserved hypothetical protein
ECB_02853		CDS	conserved hypothetical protein
ECB_02854		CDS	conserved hypothetical protein
ECB_02855		CDS	conserved hypothetical protein
ECB_02856		CDS	conserved hypothetical protein
ECB_02857		CDS	conserved hypothetical protein
ECB_02858		CDS	conserved hypothetical protein
ECB_02859	yghQ	CDS	predicted inner membrane protein
ECB_02860	yghR	CDS	predicted protein with nucleoside triphosphate hydrolase domain
ECB_02861	yghS	CDS	predicted protein with nucleoside triphosphate hydrolase domain
ECB_02862	yghT	CDS	predicted protein with nucleoside triphosphate hydrolase domain
ECB_02863	pitB	CDS	phosphate transporter
ECB_02864	gss	CDS	fused glutathionylspermidine amidase/glutathionylspermidine synthetase
ECB_02865	yghU	CDS	predicted S-transferase
ECB_02866	hybG	CDS	hydrogenase 2 accessory protein
ECB_02867	hybF	CDS	HybF
ECB_02868	hybE	CDS	hydrogenase 2-specific chaperone
ECB_02869	hybD	CDS	predicted maturation element for hydrogenase 2
ECB_02870	hybC	CDS	hydrogenase 2, large subunit
ECB_02871	hybB	CDS	predicted hydrogenase 2 cytochrome b type component
ECB_02872	hybA	CDS	hydrogenase 2 4Fe-4S ferredoxin-type component
ECB_02874	yghW	CDS	hypothetical protein
ECB_02875	yghXY	CDS	predicted hydrolase
ECB_02876	yghZ	CDS	aldo-keto reductase
ECB_02877	yqhA	CDS	hypothetical protein
ECB_02878	yghA	CDS	oxidoreductase
ECB_02879	exbD	CDS	membrane spanning protein in TonB-ExbB-ExbD complex
ECB_02880	exbB	CDS	membrane spanning protein in TonB-ExbB-ExbD complex
ECB_02881	metC	CDS	cystathionine beta-lyase
ECB_02882	yghB	CDS	conserved inner membrane protein
ECB_02883	yqhC	CDS	predicted DNA-binding transcriptional regulator
ECB_02884	yqhD	CDS	alcohol dehydrogenase, NAD(P)-dependent
ECB_02885	dkgA	CDS	2,5-diketo-D-gluconate reductase A
ECB_02886	yqhG	CDS	hypothetical protein
ECB_02887	yqhH	CDS	predicted outer membrane lipoprotein
ECB_02888	ygiQ	CDS	hypothetical protein
ECB_02889	sufI	CDS	repressor protein for FtsI
ECB_02890	plsC	CDS	1-acyl-sn-glycerol-3-phosphate acyltransferase
ECB_02891	parC	CDS	DNA topoisomerase IV subunit A
ECB_02892	ygiS	CDS	predicted transporter subunit: periplasmic-binding component of ABC superfamily
ECB_02893	ygiT	CDS	predicted DNA-binding transcriptional regulator
ECB_02894	ygiU	CDS	predicted cyanide hydratase
ECB_02895	ygiV	CDS	predicted transcriptional regulator
ECB_02896	ygiW	CDS	hypothetical protein
ECB_02897	ygiX	CDS	DNA-binding response regulator in two-component regulatory system with QseC
ECB_02898	ygiY	CDS	sensory histidine kinase in two-component regulatory system with QseB
ECB_02899	ygiZ	CDS	conserved inner membrane protein
ECB_02900	mdaB	CDS	NADPH quinone reductase
ECB_02901	ygiN	CDS	quinol monooxygenase
ECB_02902	parE	CDS	DNA topoisomerase IV subunit B
ECB_02903	yqiA	CDS	predicted esterase
ECB_02904	cpdA	CDS	cyclic 3',5'-adenosine monophosphate phosphodiesterase
ECB_02905	yqiB	CDS	predicted dehydrogenase
ECB_02906	yqiE	CDS	ADP-ribose pyrophosphatase
ECB_02907	tolC	CDS	outer membrane channel precursor protein
ECB_02908	ygiA	CDS	hypothetical protein
ECB_02909	ygiB	CDS	conserved outer membrane protein
ECB_02910	ygiC	CDS	predicted enzyme
ECB_02911	ygiD	CDS	predicted dioxygenase
ECB_02912	ygiE	CDS	zinc transporter ZupT
ECB_02913	ribB	CDS	3,4-dihydroxy-2-butanone 4-phosphate synthase
ECB_02914	yqiC	CDS	hypothetical protein
ECB_02915	ygiL	CDS	predicted fimbrial-like adhesin protein
ECB_02916	yqiG	CDS	predicted outer membrane usher protein
ECB_02917	yqiH	CDS	predicted periplasmic pilin chaperone
ECB_02918	yqiI	CDS	hypothetical protein
ECB_02919	glgS	CDS	glycogen synthesis protein GlgS
ECB_02920	yqiJ	CDS	predicted inner membrane protein
ECB_02921	yqiK	CDS	hypothetical protein
ECB_02922	rfaE	CDS	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
ECB_02923	glnE	CDS	fused deadenylyltransferase/adenylyltransferase for glutamine synthetase
ECB_02924	ygiF	CDS	predicted adenylate cyclase
ECB_02925	ygiM	CDS	predicted signal transduction protein (SH3 domain)
ECB_02926	cca	CDS	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase
ECB_02927	uppP	CDS	undecaprenyl pyrophosphate phosphatase
ECB_02928	ygiG	CDS	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
ECB_02929	ygiH	CDS	hypothetical protein
ECB_02930	ygiP	CDS	predicted DNA-binding transcriptional regulator
ECB_02931	ttdA	CDS	tartrate dehydratase
ECB_02932	ttdB	CDS	L(+)-tartrate dehydratase
ECB_02933	ygjE	CDS	predicted tartrate:succinate antiporter
ECB_02934	ygjD	CDS	O-sialoglycoprotein endopeptidase
ECB_02935	rpsU	CDS	30S ribosomal protein S21
ECB_02936	dnaG	CDS	DNA primase
ECB_02937	rpoD	CDS	RNA polymerase sigma factor
ECB_02938	ygjF	CDS	G/U mismatch-specific DNA glycosylase
ECB_02939	yqjH	CDS	predicted siderophore interacting protein
ECB_02940	yqjI	CDS	predicted transcriptional regulator
ECB_02941	aer	CDS	fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component
ECB_02942	ygjG	CDS	putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent
ECB_02943	ygjH	CDS	hypothetical protein
ECB_02944	ebgR	CDS	DNA-binding transcriptional repressor
ECB_02945	ebgA	CDS	cryptic beta-D-galactosidase, alpha subunit
ECB_02946	ebgC	CDS	cryptic beta-D-galactosidase, beta subunit
ECB_02947	ygjI	CDS	predicted transporter
ECB_02948	ygjJ	CDS	hypothetical protein
ECB_02949	ygjK	CDS	predicted glycosyl hydrolase
ECB_02950	fadH	CDS	2,4-dienoyl-CoA reductase, NADH and FMN-linked
ECB_02951	ygjM	CDS	predicted DNA-binding transcriptional regulator
ECB_02952	ygjN	CDS	hypothetical protein
ECB_02953	ygjO	CDS	predicted methyltransferase small domain protein
ECB_02954	ygjP	CDS	predicted metal dependent hydrolase
ECB_02955	ygjQ	CDS	predicted thioredoxin-like protein
ECB_02956	ygjR	CDS	predicted NAD(P)-binding dehydrogenase
ECB_02957	ygjT	CDS	predicted inner membrane protein, part of terminus
ECB_02958	ygjU	CDS	sodium:serine/threonine symporter
ECB_02959	ygjV	CDS	conserved inner membrane protein
ECB_02960	uxaA	CDS	altronate hydrolase
ECB_02961	uxaC	CDS	glucuronate isomerase
ECB_02962	exuT	CDS	hexuronate transporter
ECB_02963	exuR	CDS	DNA-binding transcriptional repressor
ECB_02964	yqjA	CDS	conserved inner membrane protein
ECB_02965	yqjB	CDS	hypothetical protein
ECB_02966	yqjC	CDS	hypothetical protein
ECB_02967	yqjD	CDS	hypothetical protein
ECB_02968	yqjE	CDS	conserved inner membrane protein
ECB_02969	yqjK	CDS	hypothetical protein
ECB_02970	yqjF	CDS	predicted quinol oxidase subunit
ECB_02971	yqjG	CDS	predicted S-transferase
ECB_02972	yhaH	CDS	predicted inner membrane protein
ECB_02973	yhaI	CDS	predicted inner membrane protein
ECB_02974	yhaJ	CDS	predicted DNA-binding transcriptional regulator
ECB_02975	yhaK	CDS	predicted pirin-related protein
ECB_02976	yhaL	CDS	hypothetical protein
ECB_02977	yhaM	CDS	hypothetical protein
ECB_02978	yhaO	CDS	predicted transporter
ECB_02979	tdcG	CDS	L-serine dehydratase 3
ECB_02980	tdcF	CDS	predicted L-PSP (mRNA) endoribonuclease
ECB_02981	tdcE	CDS	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase
ECB_02982	tdcD	CDS	propionate kinase/acetate kinase C, anaerobic
ECB_02983	tdcC	CDS	L-threonine/L-serine transporter
ECB_02984	tdcB	CDS	threonine dehydratase
ECB_02985	tdcA	CDS	DNA-binding transcriptional activator
ECB_02986	tdcR	CDS	DNA-binding transcriptional activator
ECB_02987	yhaB	CDS	hypothetical protein
ECB_02988	yhaC	CDS	hypothetical protein
ECB_02989	garK	CDS	glycerate kinase I
ECB_02990	garR	CDS	tartronate semialdehyde reductase
ECB_02991	garL	CDS	alpha-dehydro-beta-deoxy-D-glucarate aldolase
ECB_02992	garP	CDS	predicted (D)-galactarate transporter
ECB_02993	garD	CDS	(D)-galactarate dehydrogenase
ECB_02994	sohA	CDS	predicted regulator
ECB_02995	yhaV	CDS	hypothetical protein
ECB_02996	agaR	CDS	DNA-binding transcriptional dual regulator
ECB_02997	agaZ	CDS	tagatose 6-phosphate aldolase 1, kbaZ subunit
ECB_02998	agaV	CDS	N-acetylgalactosamine-specific enzyme IIB component of PTS
ECB_02999	agaW	CDS	N-acetylgalactosamine-specific enzyme IIC component of PTS
ECB_03000	agaE	CDS	PTS system, N-acetylgalactosamine-specific IID component
ECB_03001	agaF	CDS	putative phosphotransferase system enzyme subunit (N-acetyl-galactosamine/galactosamine PTS system enzyme IIA component)
ECB_03002	agaA	CDS	N-acetylgalactosamine-6-phosphate deacetylase
ECB_03003	agaS	CDS	tagatose-6-phosphate ketose/aldose isomerase
ECB_03004	agaY	CDS	tagatose 6-phosphate aldolase 1, kbaY subunit
ECB_03005	agaB	CDS	N-acetylgalactosamine-specific enzyme IIB component of PTS
ECB_03006	agaC	CDS	N-acetylgalactosamine-specific enzyme IIC component of PTS
ECB_03007	agaD	CDS	N-acetylgalactosamine-specific enzyme IID component of PTS
ECB_03008	agaI	CDS	galactosamine-6-phosphate isomerase
ECB_03009	yraH	CDS	predicted fimbrial-like adhesin protein
ECB_03010	yraI	CDS	predicted periplasmic pilin chaperone
ECB_03011	yraJ	CDS	predicted outer membrane protein
ECB_03012	yraK	CDS	predicted fimbrial-like adhesin protein
ECB_03013	yraL	CDS	predicted methyltransferase
ECB_03014	yraM	CDS	hypothetical protein
ECB_03015	yraN	CDS	hypothetical protein
ECB_03016	yraO	CDS	DnaA initiator-associating factor for replication initiation
ECB_03017	yraP	CDS	hypothetical protein
ECB_03018	yraQ	CDS	predicted permease
ECB_03019	yraR	CDS	predicted nucleoside-diphosphate-sugar epimerase
ECB_03020	yhbO	CDS	predicted intracellular protease
ECB_03021	yhbP	CDS	hypothetical protein
ECB_03022	yhbQ	CDS	hypothetical protein
ECB_03023	yhbS	CDS	predicted acyltransferase with acyl-CoA N-acyltransferase domain
ECB_03024	yhbT	CDS	predicted lipid carrier protein
ECB_03025	yhbU	CDS	predicted peptidase (collagenase-like)
ECB_03026	yhbV	CDS	predicted protease
ECB_03027	yhbW	CDS	predicted enzyme
ECB_03028	mtr	CDS	tryptophan transporter of high affinity
ECB_03029	deaD	CDS	ATP-dependent RNA helicase
ECB_03030	nlpI	CDS	hypothetical protein
ECB_03031	pnp	CDS	polynucleotide phosphorylase/polyadenylase
ECB_03032	rpsO	CDS	30S ribosomal protein S15
ECB_03033	truB	CDS	tRNA pseudouridine synthase B
ECB_03034	rbfA	CDS	ribosome-binding factor A
ECB_03035	infB	CDS	translation initiation factor IF-2
ECB_03036	nusA	CDS	transcription elongation factor NusA
ECB_03037	yhbC	CDS	hypothetical protein
ECB_03038	argG	CDS	argininosuccinate synthase
ECB_03039	yhbX	CDS	predicted hydrolase, inner membrane
ECB_03040	secG	CDS	protein-export membrane protein
ECB_03041	glmM	CDS	phosphoglucosamine mutase
ECB_03042	folP	CDS	7,8-dihydropteroate synthase
ECB_03043	hflB	CDS	protease, ATP-dependent zinc-metallo
ECB_03044	rrmJ	CDS	23S rRNA methyltransferase
ECB_03045	yhbY	CDS	predicted RNA-binding protein
ECB_03046	greA	CDS	transcription elongation factor GreA
ECB_03047	dacB	CDS	D-alanyl-D-alanine carboxypeptidase
ECB_03048	yhbZ	CDS	GTPase involved in cell partioning and DNA repair
ECB_03049	yhbE	CDS	conserved inner membrane protein
ECB_03050	rpmA	CDS	50S ribosomal protein L27
ECB_03051	rplU	CDS	50S ribosomal protein L21
ECB_03052	ispB	CDS	octaprenyl diphosphate synthase
ECB_03053	nlp	CDS	DNA-binding transcriptional activator of maltose metabolism
ECB_03054	murA	CDS	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
ECB_03055	yrbA	CDS	predicted DNA-binding transcriptional regulator
ECB_03056	yrbB	CDS	hypothetical protein
ECB_03057	yrbC	CDS	predicted ABC-type organic solvent transporter
ECB_03058	yrbD	CDS	predicted ABC-type organic solvent transporter
ECB_03059	yrbE	CDS	predicted toluene transporter subunit: membrane component of ABC superfamily
ECB_03060	yrbF	CDS	predicted toluene transporter subunit: ATP-binding component of ABC superfamily
ECB_03061	yrbG	CDS	predicted calcium/sodium:proton antiporter
ECB_03062	yrbH	CDS	D-arabinose 5-phosphate isomerase
ECB_03063	yrbI	CDS	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase
ECB_03064	yrbK	CDS	hypothetical protein
ECB_03065	yhbN	CDS	predicted transporter subunit: periplasmic-binding component of ABC superfamily
ECB_03066	yhbG	CDS	predicted transporter subunit: ATP-binding component of ABC superfamily
ECB_03067	rpoN	CDS	DNA-directed RNA polymerase subunit N
ECB_03068	yhbH	CDS	predicted ribosome-associated, sigma 54 modulation protein
ECB_03069	ptsN	CDS	sugar-specific enzyme IIA component of PTS
ECB_03070	yhbJ	CDS	hypothetical protein
ECB_03071	ptsO	CDS	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)
ECB_03072	yrbL	CDS	hypothetical protein
ECB_03073	mtgA	CDS	monofunctional biosynthetic peptidoglycan transglycosylase
ECB_03074	yhbL	CDS	isoprenoid biosynthesis protein with amidotransferase-like domain
ECB_03075	arcB	CDS	hybrid sensory histidine kinase in two-component regulatory system with ArcA
ECB_03076	yhcC	CDS	predicted Fe-S oxidoreductase
ECB_03077	gltB	CDS	glutamate synthase, large subunit
ECB_03078	gltD	CDS	glutamate synthase, 4Fe-4S protein, small subunit
ECB_03079	yhcG	CDS	hypothetical protein
ECB_03080		CDS	IS600 orf-like protein
ECB_03081	yhcH	CDS	hypothetical protein
ECB_03082	nanK	CDS	N-acetylmannosamine kinase
ECB_03083	nanE	CDS	predicted N-acetylmannosamine-6-P epimerase
ECB_03084	nanT	CDS	sialic acid transporter
ECB_03085	nanA	CDS	N-acetylneuraminate lyase
ECB_03086	nanR	CDS	transcriptional regulator NanR
ECB_03087	dcuD	CDS	predicted transporter
ECB_03088	sspB	CDS	ClpXP protease specificity-enhancing factor
ECB_03089	sspA	CDS	stringent starvation protein A
ECB_03090	rpsI	CDS	30S ribosomal protein S9
ECB_03091	rplM	CDS	50S ribosomal protein L13
ECB_03092	yhcM	CDS	conserved hypothetical protein with nucleoside triphosphate hydrolase domain
ECB_03093	yhcB	CDS	hypothetical protein
ECB_03094	degQ	CDS	serine endoprotease, periplasmic
ECB_03095	degS	CDS	serine endoprotease, periplasmic
ECB_03096	mdh	CDS	malate dehydrogenase
ECB_03097	argR	CDS	arginine repressor
ECB_03098	yhcN	CDS	hypothetical protein
ECB_03099	yhcO	CDS	predicted barnase inhibitor
ECB_03100	yhcP	CDS	p-hydroxybenzoic acid efflux system component
ECB_03101	yhcQ	CDS	p-hydroxybenzoic acid efflux system component
